ID,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Living_With,Children_at_home,Family_Size,Total_Spending,Total_Purchases
1964,Graduate,86610.0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,63,297,Partner,0,2,1603,17
3690,Postgraduate,80141.0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,28,534,Partner,0,2,2091,21
3433,Undergraduate,72635.0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,391,Partner,0,2,981,20
3389,Graduate,69016.0,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,44,584,Partner,1,3,1533,30
4712,Undergraduate,20193.0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,23,578,Partner,0,2,82,6
1170,Graduate,27573.0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,39,461,Partner,1,3,244,10
6347,Undergraduate,15862.0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,35,367,Alone,1,2,36,4
4065,PhD,49544.0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,38,502,Partner,1,3,404,14
8230,Graduate,33228.0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,34,157,Partner,1,3,71,5
1215,Graduate,70440.0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,36,264,Partner,0,2,1572,22
5939,Graduate,38232.0,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,43,163,Partner,2,4,122,7
2156,PhD,22554.0,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,59,603,Partner,2,4,41,6
7788,PhD,23536.0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,31,25,Partner,1,3,10,3
10323,Graduate,49413.0,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,62,247,Partner,1,3,304,11
7947,Graduate,42231.0,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,45,96,Partner,2,4,37,4
1891,Postgraduate,78789.0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,34,690,Alone,0,1,1754,15
2570,Graduate,56534.0,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,46,341,Partner,1,3,815,21
9256,Graduate,58350.0,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,43,541,Alone,1,2,1001,23
295,Graduate,81217.0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,25,345,Alone,0,1,1157,21
7397,Graduate,49090.0,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,63,345,Alone,1,2,688,18
6349,Postgraduate,61787.0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,27,358,Alone,0,1,1319,18
10790,PhD,18169.0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,29,495,Partner,1,3,21,3
10398,Undergraduate,24336.0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,33,671,Alone,1,2,31,3
2431,Graduate,18222.0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,24,545,Partner,0,2,67,5
550,Graduate,62335.0,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,62,402,Alone,1,2,708,19
1890,Undergraduate,42033.0,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,43,648,Partner,2,4,25,3
10742,PhD,86580.0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,31,487,Partner,0,2,746,11
10356,PhD,41437.0,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,57,645,Alone,2,3,32,4
4676,Postgraduate,73705.0,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,63,116,Alone,2,3,1695,23
8852,Graduate,61064.0,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,38,667,Partner,1,3,1080,23
3565,Postgraduate,38452.0,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,91,Partner,2,4,72,6
5294,Graduate,18358.0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,25,221,Alone,1,2,57,7
1958,PhD,55012.0,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,41,100,Partner,1,3,660,19
7349,Undergraduate,9722.0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,41,635,Partner,1,3,103,7
8799,PhD,38175.0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,30,279,Partner,1,3,153,8
1351,Postgraduate,58656.0,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,58,647,Partner,1,3,1220,28
1045,Graduate,52117.0,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,49,682,Partner,1,3,279,11
7732,Graduate,64813.0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,36,178,Partner,1,3,745,19
8070,PhD,54222.0,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,41,120,Partner,1,3,264,11
477,Graduate,83512.0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,28,12,Partner,0,2,2157,21
7832,Postgraduate,77520.0,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,55,305,Partner,1,3,1526,22
2202,Graduate,41154.0,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,36,446,Partner,1,3,69,5
7396,Graduate,80398.0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,48,596,Partner,0,2,1597,25
4055,Undergraduate,18746.0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,22,31,Alone,1,2,64,6
10340,Graduate,35196.0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,30,593,Partner,1,3,497,12
10091,Graduate,60230.0,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,58,405,Alone,1,2,1067,15
7629,Graduate,22108.0,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,37,52,Partner,2,4,31,5
10640,Graduate,44392.0,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,40,297,Partner,2,4,211,9
3498,PhD,55424.0,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,38,581,Partner,1,3,877,21
6742,Graduate,17688.0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,35,532,Partner,1,3,11,3
1172,PhD,92491.0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,31,424,Partner,0,2,2034,24
569,Graduate,90273.0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,23,197,Alone,0,1,1991,18
4686,PhD,82571.0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,52,88,Alone,0,1,1686,24
1381,PhD,38513.0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,32,152,Alone,1,2,324,12
2634,Postgraduate,16653.0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,35,72,Alone,1,2,69,6
10905,Graduate,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,608,Partner,2,4,252,11
1744,Undergraduate,23529.0,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,49,538,Alone,1,2,54,4
1000,Postgraduate,74881.0,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,53,478,Partner,2,4,964,23
3828,Graduate,71107.0,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,63,497,Partner,1,3,1327,26
8605,PhD,46910.0,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,50,98,Partner,2,4,68,5
10304,Graduate,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,548,Partner,0,2,60,4
4351,Graduate,37244.0,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,59,428,Alone,2,3,55,4
10129,Graduate,82427.0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,48,109,Partner,0,2,1456,20
2499,Undergraduate,75342.0,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,56,419,Alone,1,2,563,17
10092,Graduate,70044.0,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,60,496,Alone,1,2,1504,22
7500,Graduate,79146.0,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,66,Alone,2,3,564,17
5796,Graduate,77437.0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,51,215,Partner,0,2,1125,22
10556,Graduate,54984.0,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,55,36,Partner,1,3,358,13
1064,PhD,42403.0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,43,200,Partner,1,3,42,4
48,Graduate,55761.0,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,50,66,Partner,1,3,184,8
7610,Graduate,37292.0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,31,437,Partner,1,3,460,14
263,PhD,45576.0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,69,32,Alone,0,1,145,7
10814,Graduate,70321.0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,67,529,Partner,0,2,1376,24
9710,PhD,58086.0,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,45,525,Alone,1,2,792,21
9292,Graduate,81795.0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,62,611,Partner,0,2,1382,22
10250,Undergraduate,28389.0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,67,586,Partner,0,2,28,3
7881,Postgraduate,66835.0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,274,Partner,0,2,1033,23
5847,Graduate,69901.0,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,45,396,Alone,1,2,882,20
737,PhD,80360.0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,65,483,Partner,0,2,2231,13
3571,PhD,63342.0,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,53,621,Partner,1,3,1101,16
7807,Graduate,44989.0,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,655,Partner,1,3,369,11
3878,Undergraduate,31859.0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,34,122,Alone,1,2,48,4
5092,PhD,51569.0,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,65,502,Alone,1,2,467,15
2154,Graduate,30372.0,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,551,Alone,2,3,44,5
5394,Undergraduate,16014.0,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,35,469,Alone,2,3,38,6
3798,Graduate,41120.0,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,46,235,Partner,2,4,81,6
3524,Postgraduate,39763.0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,43,329,Alone,1,2,167,8
5247,PhD,38725.0,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,59,50,Partner,2,4,45,5
5883,Graduate,77981.0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,42,399,Partner,1,3,664,18
2118,Undergraduate,62905.0,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,50,292,Partner,1,3,622,17
8812,Undergraduate,13533.0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,35,476,Alone,1,2,48,5
6616,Graduate,59481.0,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,39,249,Partner,1,3,461,14
2797,Graduate,72117.0,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,37,313,Partner,1,3,1073,25
4328,Undergraduate,21955.0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,28,295,Partner,1,3,55,6
9167,Graduate,67131.0,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,58,460,Partner,1,3,976,23
10560,PhD,36802.0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,34,13,Alone,1,2,20,4
2631,Graduate,71853.0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,417,Partner,0,2,1149,16
8312,Undergraduate,28249.0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,14,Partner,0,2,43,5
5534,Postgraduate,47808.0,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,39,252,Partner,1,3,224,8
5093,PhD,25509.0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,649,Alone,1,2,101,6
7592,PhD,51012.0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,437,Partner,0,2,209,9
8895,Graduate,70596.0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,29,632,Alone,0,1,968,20
8584,PhD,85431.0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,62,386,Partner,0,2,1165,16
2694,Graduate,42664.0,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,47,103,Partner,1,3,24,4
8910,Graduate,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,608,Partner,2,4,252,11
7433,Graduate,29760.0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,669,Alone,1,2,165,8
164,PhD,28973.0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,37,624,Partner,0,2,269,11
10477,PhD,39435.0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,41,327,Partner,1,3,102,6
2681,Undergraduate,65370.0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,30,332,Partner,0,2,461,18
5150,Undergraduate,20194.0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,35,559,Alone,1,2,47,5
5283,PhD,42473.0,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,38,132,Alone,2,3,144,7
9645,Graduate,64590.0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,46,623,Partner,0,2,1338,23
10678,Graduate,71232.0,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,55,213,Partner,1,3,917,23
7261,Graduate,34600.0,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,43,544,Partner,2,4,318,12
9648,Graduate,46904.0,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,47,603,Alone,2,3,253,10
2870,Graduate,49094.0,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,41,646,Partner,1,3,502,15
8008,Graduate,36075.0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,31,202,Partner,1,3,119,6
1513,Undergraduate,60839.0,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,35,670,Partner,2,4,1250,16
6173,Graduate,77298.0,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,35,239,Partner,1,3,969,23
1419,Graduate,34026.0,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,328,Partner,2,4,76,6
9150,PhD,48918.0,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,78,Alone,2,3,62,5
7960,Undergraduate,82122.0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,52,318,Partner,0,2,1382,25
1250,Graduate,37697.0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,38,142,Alone,1,2,84,6
9905,Graduate,34074.0,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,62,351,Partner,2,4,255,9
10691,Postgraduate,28520.0,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,380,Partner,2,4,43,4
7002,Graduate,62535.0,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,59,269,Alone,1,2,398,13
2952,Postgraduate,36273.0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,37,74,Alone,1,2,76,6
8439,Graduate,63404.0,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,50,23,Partner,2,4,902,13
762,Undergraduate,75774.0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,33,58,Partner,1,3,823,20
2831,Graduate,78416.0,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,38,2,Partner,1,3,1179,24
6977,Graduate,75702.0,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,40,623,Partner,1,3,1921,28
6289,Postgraduate,59385.0,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,63,427,Partner,2,4,185,8
4168,Graduate,37070.0,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,466,Alone,2,3,433,14
8397,Graduate,44689.0,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,63,170,Partner,2,4,34,4
9284,Graduate,53977.0,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,56,386,Partner,1,3,907,22
6237,PhD,7144.0,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,48,204,Alone,2,3,416,25
3130,Graduate,18701.0,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,390,Alone,2,3,44,6
1619,Graduate,90369.0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,58,62,Partner,0,2,1588,16
1990,PhD,63159.0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,40,601,Alone,0,1,1797,16
5513,Graduate,37758.0,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,633,Partner,2,4,40,4
269,PhD,46757.0,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,51,590,Alone,1,2,1143,15
8093,Postgraduate,79734.0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,45,1,Partner,0,2,914,13
10513,Graduate,63207.0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,22,525,Partner,0,2,1502,11
10177,Graduate,72071.0,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,60,500,Alone,1,2,1338,17
2549,PhD,21840.0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,31,343,Partner,1,3,27,4
5782,Undergraduate,58582.0,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,32,274,Partner,1,3,763,20
10057,Graduate,72282.0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,63,345,Alone,0,1,1331,21
10307,Graduate,50387.0,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,58,302,Partner,2,4,525,16
8566,PhD,32583.0,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,14,Partner,2,4,9,3
2415,Graduate,62568.0,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,52,83,Partner,1,3,953,13
5684,Postgraduate,44635.0,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,43,261,Alone,2,3,68,5
8334,Postgraduate,33316.0,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,43,268,Alone,2,3,131,7
9166,Graduate,63967.0,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,46,324,Partner,1,3,882,20
1440,Undergraduate,52513.0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,36,663,Partner,0,2,1149,23
78,Graduate,25293.0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,45,287,Partner,1,3,37,4
5441,PhD,54111.0,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,49,308,Alone,1,2,388,13
5302,Graduate,78394.0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,28,499,Partner,0,2,1428,15
4687,Postgraduate,80739.0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,56,402,Partner,0,2,1633,23
1087,Postgraduate,22669.0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,39,403,Partner,1,3,173,7
6859,Graduate,29236.0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,27,264,Alone,1,2,99,7
9860,Graduate,44911.0,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,55,471,Partner,1,3,215,9
7129,PhD,54693.0,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,52,497,Partner,1,3,929,23
5866,Graduate,48186.0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,40,101,Partner,1,3,219,9
10521,Graduate,54809.0,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,37,291,Partner,2,4,174,8
7393,Graduate,41580.0,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,36,566,Partner,2,4,92,6
7849,PhD,80336.0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,44,293,Partner,0,2,1052,24
332,Graduate,47743.0,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,57,464,Partner,1,3,275,11
9847,Undergraduate,62972.0,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,59,695,Partner,1,3,587,14
531,PhD,57333.0,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,60,645,Alone,1,2,1662,22
9576,PhD,32313.0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,32,503,Partner,1,3,159,8
6906,Postgraduate,84953.0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,61,391,Alone,0,1,1024,17
7419,Postgraduate,27071.0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,46,67,Alone,1,2,35,5
3170,Postgraduate,68148.0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,57,302,Partner,0,2,1042,14
8527,Postgraduate,65735.0,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,49,204,Partner,2,4,395,14
7872,PhD,86836.0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,39,655,Partner,0,2,557,22
9931,PhD,4023.0,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,51,6,Partner,2,4,9,0
10595,Graduate,30093.0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,24,356,Partner,0,2,69,5
4609,PhD,57705.0,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,48,169,Partner,1,3,486,15
5010,Graduate,25008.0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,26,147,Alone,1,2,34,4
4427,Undergraduate,83257.0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,19,649,Alone,0,1,1365,27
11148,Graduate,22280.0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,39,406,Partner,1,3,13,3
1168,PhD,72159.0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,36,608,Partner,0,2,1401,20
9595,Graduate,64260.0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,53,534,Partner,0,2,1574,13
10163,PhD,82733.0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,30,292,Alone,0,1,1323,19
