ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size
8799,PhD,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,42,4544,153,11,0,1,Partner,3
1351,Postgraduate,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,70,4912,1220,32,1,1,Partner,3
1045,Graduate,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,61,4947,279,13,0,1,Partner,3
7732,Graduate,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,48,4443,745,20,0,1,Partner,3
8070,PhD,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,53,4385,264,12,0,1,Partner,3
477,Graduate,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,40,4277,2157,22,4,0,Partner,2
7832,Postgraduate,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,67,4570,1526,23,3,1,Partner,3
2202,Graduate,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,48,4711,69,6,0,1,Partner,3
7396,Graduate,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,60,4861,1597,26,1,0,Partner,2
4055,Undergraduate,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,34,4296,64,8,0,1,Alone,2
10340,Graduate,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,42,4858,497,18,0,1,Partner,3
10091,Graduate,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,70,4670,1067,17,0,1,Alone,2
7629,Graduate,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,49,4317,31,7,0,2,Partner,4
10640,Graduate,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,52,4562,211,14,0,2,Partner,4
3498,PhD,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,50,4846,877,25,1,1,Partner,3
6742,Graduate,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,47,4797,11,4,0,1,Partner,3
1172,PhD,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,43,4689,2034,25,3,0,Partner,2
569,Graduate,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,35,4462,1991,19,3,0,Alone,1
4686,PhD,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,64,4353,1686,24,1,0,Alone,1
1381,PhD,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,44,4417,324,17,0,1,Alone,2
2634,Postgraduate,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,47,4337,69,9,0,1,Alone,2
10905,Graduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,71,4873,252,16,0,2,Partner,4
1744,Undergraduate,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,61,4803,54,5,0,1,Alone,2
1000,Postgraduate,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,65,4743,964,27,0,2,Partner,4
3828,Graduate,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,75,4762,1327,28,0,1,Partner,3
8605,PhD,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,62,4363,68,7,0,2,Partner,4
10304,Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,67,4813,60,5,0,0,Partner,2
4351,Graduate,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,71,4693,55,5,1,2,Alone,3
10129,Graduate,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,60,4374,1456,21,1,0,Partner,2
2499,Undergraduate,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,68,4684,563,18,0,1,Alone,2
10092,Graduate,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,72,4761,1504,26,0,1,Alone,2
7500,Graduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,59,4331,564,19,0,2,Alone,3
5796,Graduate,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,63,4480,1125,23,1,0,Partner,2
10556,Graduate,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,67,4301,358,17,1,1,Partner,3
1064,PhD,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,55,4465,42,5,0,1,Partner,3
48,Graduate,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,62,4331,184,10,1,1,Partner,3
7610,Graduate,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,43,4702,460,19,0,1,Partner,3
263,PhD,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,81,4297,145,8,0,0,Alone,1
10814,Graduate,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,79,4794,1376,25,0,0,Partner,2
9710,PhD,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,57,4790,792,23,0,1,Alone,2
9292,Graduate,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,74,4876,1382,23,0,0,Partner,2
10250,Undergraduate,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,79,4851,28,4,0,0,Partner,2
7881,Postgraduate,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,80,4539,1033,24,0,0,Partner,2
5847,Graduate,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,57,4661,882,23,0,1,Alone,2
737,PhD,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,77,4748,2231,15,3,0,Partner,2
3571,PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,65,4886,1101,19,1,1,Partner,3
7807,Graduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,52,4920,369,16,0,1,Partner,3
3878,Undergraduate,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,46,4387,48,5,0,1,Alone,2
5092,PhD,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,77,4767,467,19,1,1,Alone,2
2154,Graduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,55,4816,44,8,0,2,Alone,3
5394,Undergraduate,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,47,4734,38,10,0,2,Alone,3
3798,Graduate,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,58,4500,81,9,0,2,Partner,4
3524,Postgraduate,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,55,4594,167,10,0,1,Alone,2
5247,PhD,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,71,4315,45,7,0,2,Partner,4
5883,Graduate,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,54,4664,664,21,0,1,Partner,3
2118,Undergraduate,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,62,4557,622,20,0,1,Partner,3
8812,Undergraduate,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,47,4741,48,7,0,1,Alone,2
6616,Graduate,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,51,4514,461,16,0,1,Partner,3
2797,Graduate,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,49,4578,1073,26,0,1,Partner,3
4328,Undergraduate,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,40,4560,55,8,0,1,Partner,3
9167,Graduate,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,70,4725,976,26,0,1,Partner,3
10560,PhD,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,46,4278,20,5,0,1,Alone,2
2631,Graduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,44,4682,1149,17,0,0,Partner,2
8312,Undergraduate,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,65,4279,43,6,0,0,Partner,2
5534,Postgraduate,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,51,4517,224,10,1,1,Partner,3
5093,PhD,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,52,4914,101,9,0,1,Alone,2
7592,PhD,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,80,4702,209,10,0,0,Partner,2
8895,Graduate,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,41,4897,968,21,0,0,Alone,1
8584,PhD,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,74,4651,1165,17,0,0,Partner,2
2694,Graduate,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,59,4368,24,5,0,1,Partner,3
8910,Graduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,71,4873,252,16,0,2,Partner,4
7433,Graduate,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,41,4934,165,12,0,1,Alone,2
164,PhD,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,49,4889,269,13,0,0,Partner,2
10477,PhD,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,53,4592,102,7,0,1,Partner,3
2681,Undergraduate,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,42,4597,461,19,0,0,Partner,2
5150,Undergraduate,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,47,4824,47,7,0,1,Alone,2
5283,PhD,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,50,4397,144,10,0,2,Alone,3
9645,Graduate,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,58,4888,1338,24,0,0,Partner,2
10678,Graduate,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,67,4478,917,25,0,1,Partner,3
7261,Graduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,55,4809,318,17,0,2,Partner,4
9648,Graduate,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,59,4868,253,14,0,2,Alone,3
2870,Graduate,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,53,4911,502,20,0,1,Partner,3
8008,Graduate,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,43,4467,119,7,0,1,Partner,3
1513,Undergraduate,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,47,4935,1250,29,0,2,Partner,4
6173,Graduate,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,47,4504,969,24,0,1,Partner,3
1419,Graduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,4593,76,9,0,2,Partner,4
9150,PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,63,4343,62,7,0,2,Alone,3
7960,Undergraduate,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,64,4583,1382,26,1,0,Partner,2
1250,Graduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,50,4407,84,7,0,1,Alone,2
9905,Graduate,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,74,4616,255,14,1,2,Partner,4
10691,Postgraduate,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,66,4645,43,5,0,2,Partner,4
7002,Graduate,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,71,4534,398,14,0,1,Alone,2
2952,Postgraduate,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,49,4339,76,8,0,1,Alone,2
8439,Graduate,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,62,4288,902,15,1,2,Partner,4
762,Undergraduate,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,45,4323,823,21,0,1,Partner,3
2831,Graduate,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,50,4267,1179,26,0,1,Partner,3
6977,Graduate,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,52,4888,1921,29,1,1,Partner,3
6289,Postgraduate,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,75,4692,185,10,0,2,Partner,4
4168,Graduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,60,4731,433,23,0,2,Alone,3
8397,Graduate,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,75,4435,34,6,1,2,Partner,4
9284,Graduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,68,4651,907,27,0,1,Partner,3
6237,PhD,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,60,4469,416,25,0,2,Alone,3
3130,Graduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,62,4655,44,10,0,2,Alone,3
1619,Graduate,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,70,4327,1588,17,0,0,Partner,2
1990,PhD,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,52,4866,1797,17,1,0,Alone,1
5513,Graduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,60,4898,40,6,0,2,Partner,4
269,PhD,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,63,4855,1143,21,0,1,Alone,2
8093,Postgraduate,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,57,4266,914,14,1,0,Partner,2
10513,Graduate,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,34,4790,1502,12,1,0,Partner,2
10177,Graduate,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,72,4765,1338,20,0,1,Alone,2
2549,PhD,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,43,4608,27,5,0,1,Partner,3
5782,Undergraduate,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,44,4539,763,22,1,1,Partner,3
10057,Graduate,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,75,4610,1331,22,0,0,Alone,1
10307,Graduate,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,70,4567,525,19,0,2,Partner,4
8566,PhD,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,65,4279,9,4,0,2,Partner,4
2415,Graduate,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,64,4348,953,16,1,1,Partner,3
5684,Postgraduate,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,55,4526,68,7,0,2,Alone,3
8334,Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,55,4533,131,10,0,2,Alone,3
9166,Graduate,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,58,4589,882,23,0,1,Partner,3
1440,Undergraduate,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,48,4928,1149,25,0,0,Partner,2
78,Graduate,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,57,4552,37,5,0,1,Partner,3
5441,PhD,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,61,4573,388,15,0,1,Alone,2
5302,Graduate,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,40,4764,1428,16,0,0,Partner,2
4687,Postgraduate,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,68,4667,1633,24,0,0,Partner,2
1087,Postgraduate,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,51,4668,173,10,0,1,Partner,3
6859,Graduate,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,39,4529,99,9,0,1,Alone,2
9860,Graduate,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,67,4736,215,12,0,1,Partner,3
7129,PhD,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,64,4762,929,31,0,1,Partner,3
5866,Graduate,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,52,4366,219,12,0,1,Partner,3
10521,Graduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,49,4556,174,12,0,2,Partner,4
7393,Graduate,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,48,4831,92,9,0,2,Partner,4
7849,PhD,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,56,4558,1052,25,0,0,Partner,2
332,Graduate,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,69,4729,275,14,1,1,Partner,3
9847,Undergraduate,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,71,4960,587,16,0,1,Partner,3
531,PhD,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,72,4910,1662,33,0,1,Alone,2
9576,PhD,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,44,4768,159,11,0,1,Partner,3
6906,Postgraduate,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,73,4656,1024,18,3,0,Alone,1
7419,Postgraduate,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,58,4332,35,7,0,1,Alone,2
3170,Postgraduate,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,69,4567,1042,15,0,0,Partner,2
8527,Postgraduate,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,61,4469,395,19,0,2,Partner,4
7872,PhD,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,51,4920,557,23,3,0,Partner,2
9931,PhD,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,63,4271,9,15,0,2,Partner,4
10595,Graduate,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,36,4621,69,6,0,0,Partner,2
4609,PhD,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,60,4434,486,18,0,1,Partner,3
5010,Graduate,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,38,4412,34,6,0,1,Alone,2
4427,Undergraduate,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,31,4914,1365,28,2,0,Alone,1
11148,Graduate,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,51,4671,13,4,0,1,Partner,3
1168,PhD,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,48,4873,1401,21,0,0,Partner,2
9595,Graduate,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,65,4799,1574,14,0,0,Partner,2
10163,PhD,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,42,4557,1323,20,0,0,Alone,1
2886,Postgraduate,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,55,4586,1217,32,2,1,Alone,2
6710,Postgraduate,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,75,4854,103,7,0,3,Alone,4
5316,Postgraduate,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,50,4625,84,7,0,0,Partner,2
9029,PhD,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,54,4784,1536,23,0,0,Partner,2
521,Graduate,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,41,4914,581,18,0,1,Partner,3
1459,PhD,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,60,4864,928,14,0,1,Partner,3
10241,Undergraduate,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,51,4461,14,4,0,0,Alone,1
1630,Graduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,47,4591,424,15,0,1,Alone,2
3254,Graduate,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,55,4523,960,14,0,1,Partner,3
9064,Graduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,44,4862,1555,20,1,0,Partner,2
3678,Graduate,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,53,4895,656,29,1,2,Alone,3
4227,Postgraduate,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,58,4561,55,9,0,2,Partner,4
9467,Graduate,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,42,4314,20,5,0,1,Alone,2
8486,Postgraduate,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,55,4901,367,17,0,1,Partner,3
2186,Undergraduate,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,49,4376,2257,22,3,0,Partner,2
3286,PhD,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,59,4385,42,7,0,1,Alone,2
8602,Graduate,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,62,4647,1049,26,0,1,Alone,2
3722,Graduate,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,54,4339,48,7,0,2,Alone,3
6715,PhD,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,78,4808,685,25,0,1,Alone,2
4796,Graduate,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,74,4336,39,5,0,1,Alone,2
9612,Undergraduate,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,39,4407,43,5,0,0,Alone,1
3766,Postgraduate,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,67,4947,835,21,0,0,Alone,1
1399,Graduate,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,68,4424,1515,20,1,0,Partner,2
1570,PhD,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,75,4760,1039,26,0,1,Partner,3
3426,Graduate,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,51,4614,1596,26,0,1,Alone,2
3074,PhD,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,42,4887,1828,18,0,0,Partner,2
8341,PhD,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,57,4325,34,6,1,1,Partner,3
5180,PhD,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,58,4337,149,10,0,1,Alone,2
6461,Postgraduate,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,57,4671,946,23,1,1,Alone,2
7679,PhD,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,4306,28,6,0,0,Alone,1
10702,Graduate,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,42,4868,450,17,0,1,Alone,2
7505,PhD,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,69,4426,46,5,0,2,Partner,4
5113,PhD,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,55,4499,1702,16,1,0,Alone,1
10858,Graduate,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,51,4558,820,25,0,2,Partner,4
2961,Graduate,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,44,4753,382,15,1,1,Partner,3
2747,PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,38,4932,2126,20,0,0,Partner,2
3010,Postgraduate,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,37,4323,2069,20,3,0,Partner,2
5790,Graduate,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,41,4783,72,7,0,1,Partner,3
6892,Graduate,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,58,4291,732,28,2,1,Alone,2
1743,Graduate,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,52,4299,801,11,0,0,Alone,1
3578,Graduate,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,77,4517,236,12,0,1,Alone,2
8462,Undergraduate,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,48,4923,80,5,1,1,Partner,3
5558,PhD,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,72,4355,1685,15,1,0,Alone,1
4619,PhD,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,81,4297,277,27,0,0,Alone,1
8780,PhD,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,76,4646,507,18,0,1,Partner,3
